invoice_id,vendor_id,buyer_id,lender_id,amount,tax_amount,discount_amount,currency,total_line_items,avg_item_price,invoice_date,submission_time,vendor_account_age_days,time_since_last_invoice,invoices_last_24h,invoices_last_7d,vendor_lender_count,vendor_buyer_count,repeat_vendor_buyer_pair,unique_lenders_used,is_round_amount,amount_deviation,high_value_invoice,weekend_submission,night_submission,line_item_similarity_score,description_similarity,is_fraud
1355774b-5ff7-4d17-a688-15074c58c1f3,V_0058,B_0004,L_001,15303.88,1530.39,229.69,USD,41,373.27,2025-10-20,3,590,26,1,8,3,11,1,1,0,-0.56,0,0,1,0.0004,0.7211,0
6909b7b2-9c69-442f-968a-9769efc862e3,V_0008,B_0016,L_005,59406.17,5940.62,2883.06,USD,39,1523.24,2025-12-15,15,1779,16,3,4,2,9,1,1,0,-1.46,1,0,0,0.3957,0.4102,0
781ef114-4c9a-46cf-8ff9-75170c279185,V_0067,B_0021,L_010,38163.07,3816.31,610.0,USD,45,848.07,2025-05-15,1,860,40,2,2,2,5,1,1,0,-0.08,0,0,1,0.4976,0.794,0
c7dc1b35-ac5d-4381-9e9d-bf92975f5518,V_0132,B_0025,L_003,34473.09,3447.31,1032.06,USD,11,3133.92,2025-08-01,21,556,43,2,3,3,10,1,2,0,-0.67,0,0,0,0.6778,0.7218,0
c9ca8384-79cc-4fab-99ed-e1a3950e22f0,V_0037,B_0002,L_003,58464.9,5846.49,1090.41,USD,32,1827.03,2025-05-15,3,1031,14,1,9,3,12,1,3,0,-0.8,1,0,1,0.1185,0.5436,0
369af470-08be-4023-bfa7-6fff1bacf865,V_0137,B_0092,L_009,25939.7,2593.97,1040.93,USD,27,960.73,2025-04-01,3,36,30,2,6,3,6,1,1,0,0.75,0,0,1,0.4507,0.342,0
156d8722-254a-4005-ba66-459510e1ecba,V_0114,B_0077,L_009,50395.61,5039.56,861.88,USD,46,1095.56,2025-04-22,7,1422,9,1,5,1,4,1,1,0,-0.22,1,1,1,0.6767,0.3208,0
9d67a8bf-1bbe-46a6-99bc-e90d216dcbde,V_0021,B_0055,L_002,49407.33,4940.73,1913.77,USD,49,1008.31,2025-06-01,3,1352,32,0,7,1,15,1,1,0,-1.11,0,1,1,0.4356,0.1636,0
5ed01ef2-d9c0-48ef-aea6-e65b0b8d9a36,V_0012,B_0009,L_005,17812.11,1781.21,672.01,USD,8,2226.51,2025-06-06,18,379,42,2,2,1,3,1,1,0,-0.43,0,0,0,0.2915,0.2362,0
db88ba8f-7193-4c1b-9dd9-5b9a13428653,V_0149,B_0045,L_006,27654.14,2765.41,692.23,USD,47,588.39,2025-11-06,18,1679,37,0,8,1,12,0,1,0,0.09,0,1,1,0.6614,0.0381,0
e28fc53a-aff0-4cb5-a279-57e933a3e749,V_0073,B_0022,L_009,104173.44,10417.34,3778.11,USD,14,7440.96,2026-02-18,15,1208,11,3,13,1,3,1,1,0,1.06,1,0,0,0.3706,0.0363,0
fb10cb41-6456-414f-833f-c54a3883d259,V_0098,B_0055,L_004,55867.5,5586.75,1138.52,USD,49,1140.15,2025-04-25,14,279,31,2,6,3,12,1,1,0,-0.48,1,1,1,0.4374,0.4256,0
b5231d89-e10b-4f17-8c65-e3b0cf09aa08,V_0022,B_0042,L_008,3773.72,377.37,53.51,USD,39,96.76,2026-02-07,14,835,18,3,6,1,15,1,1,0,1.37,0,1,0,0.1629,0.0081,0
3f4bee95-e0c4-4e7c-88e8-689d7ceee11a,V_0095,B_0023,L_001,52975.79,5297.58,1302.27,USD,7,7567.97,2025-11-15,21,245,9,3,9,3,10,0,1,0,-0.84,1,1,0,0.1529,0.2481,0
6f9eabe1-ee19-4782-b5e3-0088f32e834b,V_0044,B_0009,L_006,38474.07,3847.41,651.43,USD,39,986.51,2025-09-15,3,870,46,3,7,3,13,1,3,0,1.48,0,0,1,0.7168,0.6544,0
cc04e59f-3c32-4364-be86-0ea82efd9825,V_0070,B_0097,L_007,16359.17,1635.92,545.31,USD,26,629.2,2025-11-09,8,932,6,0,4,2,8,0,1,0,-0.48,0,1,1,0.2696,0.7996,0
c229fa52-009b-4e95-94bf-d756a1f2eb38,V_0035,B_0004,L_002,13307.26,1330.73,552.46,USD,32,415.85,2025-05-23,12,670,9,2,11,3,2,0,1,0,0.25,0,0,0,0.3046,0.3316,0
1549faf7-8dfc-40d3-8380-79e5c59deb27,V_0134,B_0099,L_008,1338.21,133.82,13.51,USD,43,31.12,2025-11-06,8,1658,55,0,0,2,15,1,1,0,1.57,0,0,0,0.4141,0.2151,0
dcda1d39-c322-4f9c-8aa8-1b68f736174b,V_0099,B_0058,L_006,29000.0,2896.39,640.91,USD,3,9654.62,2025-12-03,21,621,56,1,8,2,3,1,2,1,0.48,0,0,0,0.104,0.4481,0
6e8cc5be-b480-4fdd-822a-2e7f431e91d3,V_0100,B_0063,L_002,42538.53,4253.85,1043.37,USD,36,1181.63,2025-12-10,15,1750,10,0,6,2,8,0,2,0,-0.15,0,0,0,0.7779,0.3591,0
742594ac-9d43-42b0-b329-d66865ba4d96,V_0091,B_0099,L_005,10893.73,1089.37,15.33,USD,3,3631.24,2025-08-27,11,1196,1,2,8,1,7,0,1,0,-0.42,0,0,0,0.0415,0.1137,0
81678400-4c57-486d-b56c-181d127686d7,V_0092,B_0053,L_006,39942.26,3994.23,487.75,USD,16,2496.39,2025-12-21,2,135,55,2,3,2,3,0,1,0,0.94,0,1,1,0.0951,0.6118,0
d29a2a62-aaa9-45d8-b460-28da7a6c21e0,V_0138,B_0042,L_001,26175.92,2617.59,1129.97,USD,37,707.46,2025-09-24,8,962,37,0,5,2,10,1,2,0,-1.88,0,1,1,0.4053,0.3098,0
4056608c-02d4-4695-9ae8-2d7e7fa962d3,V_0083,B_0074,L_002,1062.11,106.21,5.31,USD,44,24.14,2025-11-02,16,1367,21,1,10,2,6,1,2,0,0.49,0,1,0,0.0995,0.638,0
8765dd40-63e6-4a60-9619-2e571b2ae17a,V_0052,B_0064,L_002,50612.36,5061.24,1355.99,USD,19,2663.81,2025-07-23,18,463,39,0,9,1,10,1,1,0,0.13,1,0,0,0.565,0.4274,0
9edd84fc-10f4-4ff8-a203-540f3409b4b1,V_0070,B_0009,L_010,25832.8,2583.28,613.88,USD,14,1845.2,2025-04-01,20,1034,51,2,8,3,9,1,2,0,-0.9,0,0,0,0.3858,0.0948,0
2ee1192c-ed55-4d40-86b2-96b52a7b67dd,V_0052,B_0054,L_007,30000.0,3000.0,376.9,USD,33,909.09,2025-11-28,5,1286,55,2,11,6,5,1,6,1,2.0,0,0,1,0.8386,0.8125,1
71675735-6080-400c-b8e2-ec550422ba8d,V_0137,B_0079,L_007,49003.01,4900.3,1780.32,USD,4,12250.75,2025-08-26,14,309,47,2,8,2,6,1,1,0,-0.3,0,1,1,0.0567,0.2503,0
265350ab-8259-406a-9de0-d1dcac294248,V_0053,B_0053,L_005,51055.75,5105.58,1649.21,USD,17,3003.28,2025-06-21,12,308,12,0,3,2,8,1,2,0,0.03,1,1,0,0.1303,0.1495,0
3e6123f4-5162-43cd-9cc0-ac1ec7b7f23f,V_0144,B_0056,L_007,23501.86,2350.19,43.48,USD,11,2136.53,2025-03-07,8,569,42,1,11,1,12,0,1,0,0.1,0,0,0,0.3293,0.748,0
cae30a23-8724-430c-9fbd-b0b60341c1d2,V_0006,B_0008,L_002,52691.27,5269.13,785.05,USD,5,10538.25,2025-09-17,11,185,25,1,4,1,10,1,1,0,-1.43,1,0,0,0.0671,0.2668,0
dffa7870-edcc-4013-8baa-a170e214bafc,V_0134,B_0086,L_010,4419.45,441.94,205.85,USD,17,259.97,2025-04-08,7,1584,51,2,7,3,12,1,2,0,0.6,0,0,0,0.3052,0.7856,0
1dbbd0f3-8701-49b5-ac72-70816c67226e,V_0061,B_0055,L_004,44035.86,4403.59,385.65,USD,18,2446.44,2025-07-01,18,1093,23,0,5,3,7,1,2,0,0.26,0,1,1,0.4809,0.7923,0
a9e2b104-2d76-4c8e-9ee3-9fa4f239854e,V_0064,B_0036,L_003,56500.0,5648.22,2021.13,USD,20,2824.11,2025-12-28,1,1357,51,0,10,1,5,1,1,1,-0.36,1,1,1,0.0092,0.3601,0
cc577170-77e0-40c4-8659-ee7979982a7d,V_0080,B_0082,L_006,24436.99073713061,2443.7,1103.52,USD,44,555.39,2025-06-22,14,805,58,3,7,1,13,0,1,0,1.55,0,1,0,0.7911,0.6022,1
017e8673-161b-4b84-b5b5-c07d098d16be,V_0077,B_0027,L_003,4535.13,453.51,143.16,USD,50,90.7,2025-03-10,8,1686,49,3,10,3,7,1,2,0,0.38,0,0,0,0.4134,0.5921,0
f3dadd82-2ef6-4b25-80be-14dca33ddbe6,V_0109,B_0013,L_003,33021.42,3302.14,835.99,USD,23,1435.71,2025-11-28,23,1424,1,0,10,3,3,1,3,0,-0.82,0,0,1,0.1377,0.7404,0
2a895f3f-d0de-4050-9ba3-5e479898a630,V_0114,B_0083,L_003,80126.23,8012.62,801.56,USD,20,4006.31,2025-04-04,3,1058,45,1,10,3,7,1,2,0,0.44,1,0,1,0.3664,0.0737,0
80181d8f-0ddd-40cb-bfc4-c1ecea295758,V_0116,B_0062,L_003,38533.75,3853.38,1324.53,USD,21,1834.94,2025-06-02,2,373,25,3,12,1,1,1,1,0,-0.9,0,0,1,0.3605,0.5376,0
67b8683a-f82d-4ab3-ada1-726365370167,V_0143,B_0083,L_010,31592.8,3159.28,1432.49,USD,30,1053.09,2026-02-15,5,1266,27,2,4,1,6,1,1,0,1.46,0,1,1,0.0016,0.1393,0
edb474dc-ee06-45bb-91bc-82a347f832c1,V_0146,B_0016,L_001,27000.18,2700.02,587.47,USD,30,900.01,2025-11-01,3,417,12,2,6,3,8,1,2,0,-1.3,0,1,1,0.0053,0.6178,0
2df4bf0b-1667-48d2-bbd7-30a99eef9051,V_0034,B_0056,L_004,22475.93,2247.59,1118.41,USD,19,1182.94,2025-05-28,13,1623,9,0,4,2,4,0,2,0,0.51,0,0,0,0.502,0.3085,0
f710ef4c-1591-46b9-acc9-42cc9eafe6e9,V_0064,B_0048,L_010,32565.21,3256.52,746.01,USD,1,32565.21,2025-08-05,22,435,45,3,9,3,10,1,2,0,0.76,0,0,0,0.1717,0.532,0
ac05c9a4-978d-4bba-a3a6-c64376a496c1,V_0019,B_0013,L_009,44595.22,4459.52,742.2,USD,16,2787.2,2025-08-21,19,1644,38,0,0,2,9,1,2,0,1.46,0,0,0,0.712,0.0674,0
1c994cc0-815b-465a-a64d-64f0615901ac,V_0078,B_0051,L_006,51693.05,5169.31,2306.09,USD,3,17231.02,2025-07-04,5,695,56,3,5,1,6,1,1,0,0.05,1,0,1,0.797,0.1833,0
29151658-b355-475e-be72-68f7d8e0b75a,V_0037,B_0034,L_002,40273.46,4027.35,1970.41,USD,32,1258.55,2025-07-14,23,881,18,2,11,2,9,1,2,0,1.35,0,0,1,0.1632,0.5232,0
e6cfbf07-4c82-49fc-b861-70f6345b1ff7,V_0112,B_0022,L_006,3096.11,309.61,76.05,USD,10,309.61,2026-01-23,20,109,12,1,1,1,3,1,1,0,-0.97,0,0,0,0.4777,0.4758,0
6fcf6fff-da89-4528-a755-717968a3a135,V_0121,B_0034,L_003,20000.0,2004.88,437.49,USD,32,626.52,2025-08-22,22,938,31,0,2,1,6,1,1,1,-1.88,0,0,0,0.3066,0.3948,0
9d93edca-f880-443d-8aee-ea603f2c5341,V_0053,B_0037,L_003,47227.49,4722.75,1770.88,USD,18,2623.75,2026-01-26,18,9,33,1,7,1,4,1,1,0,0.33,0,0,0,0.7901,0.2332,0
a8ad3a90-e401-4212-876d-5830ef7bc9e7,V_0025,B_0043,L_001,25706.99,2570.7,1261.36,USD,8,3213.37,2025-12-20,3,315,1,0,7,3,11,1,2,0,-2.49,0,1,1,0.6398,0.2669,0
43a61932-e68b-4265-bdab-b086624db5bd,V_0117,B_0081,L_005,54923.91,5492.39,15.94,USD,3,18307.97,2025-10-10,10,1504,58,1,4,1,13,1,1,0,-0.42,1,0,0,0.5104,0.6669,0
ebcad2b6-79c1-44d8-9abd-206cc29fda22,V_0083,B_0008,L_002,32148.03,3214.8,968.12,USD,6,5358.01,2025-05-23,7,1773,25,0,0,1,3,0,1,0,1.36,0,0,0,0.6272,0.3355,0
46b65ffc-b8a7-4fc2-b0e7-2a49cc06fe6f,V_0104,B_0037,L_003,47127.35,4712.73,1156.61,USD,28,1683.12,2025-07-29,21,736,42,0,5,3,4,1,2,0,-1.29,0,0,0,0.3261,0.3756,0
bee7ffbf-ff13-4523-a12d-05c5be345102,V_0115,B_0050,L_008,12680.76,1268.08,380.64,USD,6,2113.46,2025-08-28,19,1292,27,0,0,3,6,1,2,0,0.43,0,0,0,0.5704,0.0092,0
352863a9-da16-4ff0-8185-1f520264bab4,V_0058,B_0083,L_003,55449.21,5544.92,1461.86,USD,42,1320.22,2025-07-19,14,1642,30,2,4,1,11,1,1,0,0.04,1,1,0,0.754,0.5974,0
d028fdd1-5d97-48d8-ae2d-7a3dbaad2912,V_0064,B_0067,L_007,49606.64,4960.66,118.38,USD,5,9921.33,2025-11-10,3,846,6,3,13,3,10,1,2,0,-1.0,0,0,1,0.6447,0.0064,0
e7e634fe-a8be-467a-8eac-9f0c0247a7f5,V_0091,B_0033,L_010,26654.06,2665.41,670.94,USD,8,3331.76,2025-10-15,5,1727,25,0,1,2,15,1,2,0,-1.62,0,0,1,0.0613,0.6981,0
c1e75474-5484-40b4-9573-282bc71cd68a,V_0081,B_0076,L_008,13042.0,1304.2,293.41,USD,17,767.18,2025-05-27,6,1530,38,2,12,1,7,1,1,0,0.35,0,0,0,0.6291,0.5058,0
f009c94d-4455-4b68-bd28-c032e361132b,V_0002,B_0051,L_002,69004.91,6900.49,2262.67,USD,30,2300.16,2026-01-23,23,997,19,2,12,3,11,1,2,0,-0.74,1,0,1,0.0621,0.6631,0
010c8e85-4a22-478b-9bda-00e81b7ce55b,V_0078,B_0012,L_003,31343.8,3134.38,299.02,USD,2,15671.9,2025-05-28,0,1329,9,1,7,3,14,1,3,0,-1.09,0,0,1,0.7075,0.2758,0
48c2032a-35a9-4dc4-84c7-ca76a2d9ea2e,V_0049,B_0012,L_005,24900.0,2492.95,184.68,USD,28,890.34,2025-05-17,4,912,31,3,3,2,10,1,1,1,-2.32,0,1,1,0.3078,0.3915,0
6554feec-30e9-4ab4-b230-2986d76acf21,V_0052,B_0038,L_010,44500.0,4446.35,870.89,USD,22,2021.07,2026-01-09,22,852,54,3,12,3,12,1,3,1,-1.07,0,0,0,0.4255,0.6315,0
7ae94eed-14cb-4bb0-9ccc-a7df4d87d599,V_0075,B_0005,L_008,32528.04,3252.8,834.92,USD,47,692.09,2026-02-03,15,125,33,0,6,3,6,1,3,0,-0.99,0,0,0,0.7053,0.0972,0
67e00c1c-ee72-4670-b1c5-48fafd72c57c,V_0017,B_0035,L_007,34970.41,3497.04,204.47,USD,40,874.26,2025-08-17,14,43,10,2,5,2,6,0,2,0,-1.78,0,1,0,0.1695,0.2488,0
2aa4688d-bf79-4507-ad50-51bcfa57f494,V_0060,B_0065,L_004,14699.4,1469.94,503.44,USD,39,376.91,2026-01-23,14,601,46,3,9,3,11,1,3,0,-0.87,0,1,1,0.4575,0.789,0
3b94a222-4b78-434b-9748-5f71545d4fca,V_0093,B_0061,L_003,45256.52,4525.65,639.15,USD,48,942.84,2025-10-26,4,321,38,3,4,2,8,1,2,0,-1.23,0,1,1,0.5432,0.3295,0
122493af-a157-417a-9cb4-c6708a2942c3,V_0061,B_0027,L_009,64256.7,6425.67,58.25,USD,17,3779.81,2025-05-13,5,1032,2,0,5,2,2,1,1,0,0.53,1,0,1,0.0177,0.7561,0
79b383d5-72d8-4266-b4d0-870e19a3b5cc,V_0031,B_0072,L_004,29792.65,2979.27,1480.19,USD,23,1295.33,2025-12-03,8,1748,44,0,0,2,13,1,2,0,-1.96,0,0,0,0.3513,0.7843,0
35fb8666-97a3-4160-9a1b-e265891b231f,V_0029,B_0014,L_010,6945.72,694.57,298.11,USD,7,992.25,2025-03-14,16,1291,7,1,6,1,12,1,1,0,0.75,0,1,1,0.7612,0.6212,0
15da83ae-b80f-4f4d-8b10-84a73542b557,V_0114,B_0098,L_009,51452.8,5145.28,2239.46,USD,10,5145.28,2025-08-11,4,414,28,3,3,1,14,1,1,0,1.11,1,1,1,0.3265,0.7085,0
c4730073-3164-49d4-8a23-35fcc9ff8d25,V_0088,B_0037,L_009,42907.01,4290.7,570.7,USD,46,932.76,2025-08-24,20,311,48,3,6,1,13,1,1,0,0.35,0,1,0,0.6021,0.372,0
4ac0cdb7-77ee-4bd0-97f3-50ccdef5192b,V_0106,B_0053,L_008,12285.84,1228.58,317.07,USD,44,279.22,2025-03-08,14,21,45,0,1,2,6,0,2,0,0.58,0,1,1,0.2284,0.4253,0
6b21d8b6-618d-4196-b82b-4eefe64a2527,V_0043,B_0056,L_001,49253.87,4925.39,91.35,USD,42,1172.71,2025-12-12,1,1461,51,2,8,2,15,0,2,0,-0.42,0,0,1,0.3278,0.5182,0
7e29eaee-67dd-447f-a1c6-e0414e695c04,V_0081,B_0045,L_001,16924.83,1692.48,761.79,USD,40,423.12,2026-02-14,12,421,56,3,8,3,7,1,1,0,-2.53,0,1,0,0.0336,0.3834,0
2e64051d-d08d-4522-b5a0-2ac7f85ecce4,V_0078,B_0011,L_001,44610.58,4461.06,869.89,USD,47,949.16,2025-04-26,16,582,13,0,8,3,5,1,3,0,0.15,0,1,0,0.3604,0.4107,0
f3137478-9f1f-47d4-b17c-2e32e46d0778,V_0088,B_0097,L_003,42416.78103510683,4241.68,49.67,USD,35,1211.91,2025-06-24,9,1,53,3,7,3,2,0,1,0,2.92,0,0,0,0.7232,0.535,1
06e4ee2d-9c6c-4dbd-ad04-1ee967f9d4fe,V_0032,B_0058,L_005,36543.7,3654.37,9.53,USD,22,1661.08,2025-12-15,18,1286,42,1,6,2,5,1,1,0,-0.89,0,0,0,0.0363,0.28,0
69aa6a96-c86e-45d7-8ea2-132f58798050,V_0097,B_0067,L_004,22815.67,2281.57,589.16,USD,13,1755.05,2025-08-24,14,1458,27,3,4,1,1,1,1,0,1.46,0,1,1,0.6739,0.2986,0
3af1e251-4125-4310-9d6a-6d842a424d7a,V_0034,B_0061,L_004,5812.76,581.28,107.33,USD,34,170.96,2025-12-04,16,1786,16,3,13,2,8,1,2,0,-1.66,0,0,0,0.4169,0.2802,0
d8561e35-138e-4d76-be8f-cce1f6b40693,V_0107,B_0021,L_003,45534.26,4553.43,1103.67,USD,30,1517.81,2026-02-16,16,242,44,1,8,2,1,0,1,0,1.82,0,0,0,0.1658,0.5706,0
bfcb01d4-27f8-4017-a8fd-0bf80026cdde,V_0144,B_0048,L_002,39782.79,3978.28,812.8,USD,8,4972.85,2025-07-19,1,242,23,2,7,2,5,0,2,0,-1.15,0,1,1,0.2066,0.4843,0
9bc3f1f0-9b26-44fa-b027-dcf52ae6b155,V_0008,B_0019,L_003,46480.73,4648.07,980.18,USD,20,2324.04,2025-06-11,5,1002,0,0,8,2,2,1,1,0,-1.61,0,0,1,0.4333,0.6066,0
9d547f91-26cc-487c-a341-86b6688e9782,V_0107,B_0062,L_010,24956.78,2495.68,564.49,USD,22,1134.4,2025-10-22,23,272,48,1,9,3,8,1,2,0,-0.81,0,0,1,0.1483,0.4798,0
2ff721f1-17d8-40dd-a585-b536399ed3b2,V_0115,B_0020,L_006,52131.51,5213.15,1628.51,USD,40,1303.29,2025-06-20,12,94,42,3,7,3,2,1,1,0,1.51,1,0,0,0.5966,0.4463,0
84879115-1ab9-479c-9cc6-57acee655444,V_0007,B_0074,L_005,8105.67,810.57,50.17,USD,36,225.16,2026-01-03,17,109,36,1,8,3,15,1,1,0,-1.82,0,1,0,0.3449,0.4395,0
feb804ea-463f-40c1-8bab-4cf852a1bb52,V_0031,B_0085,L_009,38242.03,3824.2,36.28,USD,14,2731.57,2026-02-17,18,1653,34,2,8,3,1,1,2,0,-2.07,0,0,0,0.18,0.423,0
2a0cca9d-5de7-404c-831a-7b45eff1064f,V_0006,B_0044,L_007,27840.57,2784.06,33.49,USD,34,818.84,2025-07-02,2,204,34,1,5,1,3,1,1,0,0.9,0,1,1,0.0505,0.6214,0
4191f4a9-4f08-4418-bf20-b6b35acb0b77,V_0023,B_0020,L_005,27745.22,2774.52,941.41,USD,4,6936.31,2025-08-06,5,120,19,3,4,2,3,1,2,0,-1.29,0,1,1,0.6294,0.6189,0
8c5ff9c5-4b40-4b62-b608-29c42c84b192,V_0083,B_0034,L_007,9121.43,912.14,410.24,USD,4,2280.36,2025-12-23,18,1042,48,3,4,2,1,1,2,0,-0.19,0,0,0,0.3322,0.7108,0
97804add-79b8-4bba-9b14-a6b46822d065,V_0119,B_0071,L_007,37839.39,3783.94,54.69,USD,41,922.91,2025-03-02,8,1201,43,0,3,3,11,1,1,0,-1.49,0,1,0,0.627,0.3432,0
db0594d5-49ea-4f50-9276-6302ac2a78fd,V_0078,B_0073,L_007,30900.64,3090.06,1307.53,USD,33,936.38,2025-05-04,11,345,50,1,9,2,15,1,2,0,-0.44,0,1,0,0.0755,0.5984,0
2848184b-5fc9-4869-9f5d-e077c4d79f30,V_0011,B_0001,L_008,42439.59,4243.96,1317.18,USD,42,1010.47,2025-02-21,1,988,17,2,12,2,6,1,1,0,1.63,0,0,1,0.6613,0.7225,0
4dbdb55c-300a-4a52-b0c5-0dd7782c6a08,V_0150,B_0066,L_005,106094.36,10609.44,3921.16,USD,37,2867.42,2025-04-07,12,1701,8,2,8,1,10,1,1,0,2.45,1,0,0,0.2545,0.7689,0
cabf45dd-7d89-460f-bf7d-b904fe1836e7,V_0088,B_0082,L_005,50965.82,5096.58,1803.56,USD,18,2831.43,2025-08-04,10,1228,21,0,2,3,15,1,1,0,-1.18,1,0,0,0.011,0.0642,0
412049b7-3d3c-4abc-8b75-32483a4ce270,V_0122,B_0001,L_001,1043.0,104.3,21.55,USD,45,23.18,2025-09-10,17,1796,41,0,8,1,15,0,1,0,-1.03,0,1,1,0.4093,0.0043,0
0569eade-e582-4d18-b981-83ae1a2edcc6,V_0032,B_0046,L_007,24947.43,2494.74,446.52,USD,12,2078.95,2026-02-12,0,759,59,1,8,1,4,1,1,0,1.11,0,1,1,0.3125,0.0555,0
3797c042-5a57-4bde-983e-f66b45a89a36,V_0072,B_0088,L_006,44006.92,4400.69,1796.1,USD,41,1073.34,2025-06-14,7,744,2,2,9,3,12,1,3,0,-0.84,0,1,0,0.4556,0.6947,0
11cde17f-9b38-4ae4-9206-b90d7326342d,V_0054,B_0001,L_004,22352.01,2235.2,713.52,USD,8,2794.0,2025-12-09,16,1131,12,1,2,3,3,1,3,0,0.41,0,0,0,0.5065,0.3754,0
35e4f7ec-a3d9-44d0-9196-02fd6456b967,V_0017,B_0017,L_005,29699.45,2969.95,1270.36,USD,34,873.51,2025-07-11,6,48,44,2,12,3,15,1,2,0,-0.12,0,0,0,0.4032,0.7594,0
aa7db447-7291-4cb9-8d9f-cf665fdeefa4,V_0001,B_0055,L_001,21809.64,2180.96,352.22,USD,27,807.76,2026-02-04,16,741,33,0,3,1,5,1,1,0,1.12,0,0,0,0.0881,0.74,0
60e7bb8d-1680-4679-9bb7-76c7530f94d8,V_0137,B_0058,L_006,53807.35,5380.74,523.57,USD,6,8967.89,2025-03-05,23,1413,27,0,3,1,3,0,1,0,0.18,1,0,1,0.4438,0.5982,0
3facfaa1-a181-4b3b-8447-caf4a58f93d9,V_0080,B_0009,L_002,78967.92,7896.79,1705.51,USD,2,39483.96,2026-01-07,10,507,6,3,6,2,14,1,1,0,0.05,1,0,0,0.0339,0.4638,0
2783036f-7847-4eb1-81f6-5f1ef106124e,V_0086,B_0067,L_004,56929.79,5692.98,2208.16,USD,40,1423.24,2025-04-10,20,256,5,0,0,2,6,0,1,0,0.17,1,0,0,0.1371,0.3629,0
1dc1e80f-ed6f-40d0-ab4d-cd42c07f396d,V_0033,B_0008,L_008,41173.46,4117.35,1257.31,USD,28,1470.48,2026-02-02,1,604,54,3,9,1,10,1,1,0,-0.4,0,0,1,0.5112,0.7628,0
9cd46daf-b831-4ae4-83aa-56bcaeaa7bde,V_0060,B_0077,L_010,90914.99,9091.5,1745.2,USD,28,3246.96,2026-01-04,3,1384,50,0,7,3,6,0,3,0,0.44,1,1,1,0.5925,0.0759,0
a2f041b6-e089-4953-90f6-48c1246ecd11,V_0050,B_0014,L_002,99184.81,9918.48,3537.42,USD,38,2610.13,2025-05-31,18,1043,16,2,8,2,12,0,2,0,1.04,1,1,1,0.1846,0.7325,0
a0b2a007-ab18-4911-8131-31d0ed499fba,V_0048,B_0032,L_003,14852.53,1485.25,44.92,USD,20,742.63,2025-11-10,20,638,37,1,3,2,5,1,2,0,0.83,0,0,0,0.7809,0.5468,0
4cb9f3fd-3b69-40a8-8007-4baf3f7d6a10,V_0075,B_0048,L_001,48024.4,4802.44,1579.23,USD,10,4802.44,2025-11-07,17,865,22,1,4,3,15,1,1,0,1.64,0,0,0,0.1002,0.1604,0
4c91a189-38db-4532-aa50-3528a4a973c2,V_0018,B_0044,L_004,41503.59,4150.36,1441.8,USD,30,1383.45,2025-08-09,18,688,39,2,8,2,3,1,1,0,1.63,0,1,0,0.6207,0.1023,0
36194197-c26a-4203-838b-48cca020577c,V_0117,B_0006,L_008,26180.08,2618.01,4.84,USD,15,1745.34,2025-10-17,19,985,47,2,8,1,7,1,1,0,1.41,0,0,0,0.5354,0.7135,0
84adcf70-e6aa-4264-9dcb-98a3c755b49e,V_0002,B_0047,L_001,33157.44,3315.74,49.77,USD,8,4144.68,2025-10-04,6,1568,23,0,0,1,4,0,1,0,-0.4,0,1,0,0.38,0.0442,0
f709485f-8a4b-4d82-821f-244e7d1d9f22,V_0045,B_0029,L_005,4581.79,458.18,77.85,USD,36,127.27,2025-06-01,0,537,58,0,0,3,3,1,2,0,1.37,0,1,1,0.4239,0.7882,0
434ae76f-6868-4417-a86c-f01b04c0b8ee,V_0029,B_0044,L_004,6954.45,695.45,83.51,USD,24,289.77,2025-11-17,19,1799,45,0,1,1,15,1,1,0,0.54,0,0,0,0.0164,0.6613,0
45540422-48cf-4143-952f-b2616c2a375f,V_0049,B_0025,L_009,21286.43,2128.64,398.33,USD,39,545.81,2026-01-12,7,1563,39,1,9,2,13,1,1,0,-1.22,0,0,0,0.7803,0.1361,0
9f85cef2-ff9b-400e-bc31-a495851f50ef,V_0084,B_0032,L_001,46630.52,4663.05,653.0,USD,9,5181.17,2025-12-17,15,167,50,3,13,3,2,1,1,0,-0.49,0,0,0,0.5653,0.4938,0
fcfc725b-e705-467d-9f24-629f26989f1d,V_0131,B_0050,L_009,28761.92,2876.19,746.22,USD,12,2396.83,2025-08-31,16,1466,31,3,7,3,7,1,3,0,-0.28,0,1,0,0.2429,0.2494,0
1fd375ba-ca33-43bc-b9dc-01de436c2164,V_0150,B_0084,L_001,10537.18,1053.72,471.48,USD,29,363.35,2025-09-11,6,773,36,1,6,2,9,1,1,0,-0.16,0,0,0,0.3166,0.5721,0
ab3d448b-88b4-41c7-94f4-b64b8ab203c8,V_0035,B_0097,L_002,21892.2,2189.22,567.91,USD,15,1459.48,2025-10-17,16,873,28,3,9,2,6,0,2,0,1.04,0,0,0,0.2776,0.4378,0
59be8c48-90a4-4c98-8fbb-4aab47e34b2d,V_0082,B_0035,L_007,102988.23983004999,10298.82,127.28,USD,29,3551.32,2026-01-17,2,16,32,5,15,1,15,1,1,0,3.32,1,1,1,0.5079,0.7614,1
226f4b0f-4e03-4bd9-a9d5-14c081a01659,V_0026,B_0016,L_002,39397.7,3939.77,1075.61,USD,22,1790.8,2025-08-08,8,1671,49,2,5,3,10,1,1,0,0.36,0,0,0,0.5496,0.5265,0
